Billing Document,Item,Billing Type,Billing Date,Billing Qty in SKU,Material,Item Description,Material Group,Assignment
60000900,20,ZF2,04/06/2025,125,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000900
60000908,10,ZF2,06/06/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000908
60000908,20,ZF2,06/06/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000908
60000909,10,ZF2,06/06/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000909
60000909,20,ZF2,06/06/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000909
60000910,10,ZF2,06/06/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000910
60000910,20,ZF2,06/06/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000910
60000911,10,ZF2,09/06/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000911
60000917,10,ZF2,09/06/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000917
60000920,10,ZF2,09/06/2025,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000920
60000921,10,ZF2,09/06/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000921
60000922,10,ZF2,09/06/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000922
60000923,10,ZF2,09/06/2025,20000,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000923
60000923,20,ZF2,09/06/2025,7500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000923
60000928,10,ZF2,11/06/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000928
60000929,10,ZF2,6/13/2025,600,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000929
60000930,10,ZF2,6/16/2025,400,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000930
60000931,10,ZF2,6/16/2025,250,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000931
60000932,10,ZF2,6/17/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000932
60000933,10,ZF2,6/17/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000933
60000934,10,ZF2,6/17/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000934
60000935,10,ZF2,6/18/2025,750,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000935
60000936,10,ZF2,6/18/2025,250,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000936
60000937,10,ZF2,6/18/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000937
60000938,10,ZF2,6/19/2025,1000,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000938
60000939,10,ZF2,6/19/2025,550,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000939
60000940,10,ZF2,6/19/2025,250,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000940
60000958,10,ZF2,6/24/2025,1100,34000142,STP SF ADULT FISH 26/5 PELLET50kg,FPFF01,60000958
60000993,10,ZF2,6/26/2025,1600,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000993
60000996,10,ZF2,6/26/2025,125,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000996
60000997,10,ZF2,6/24/2025,2500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000997
60000998,10,ZF2,6/30/2025,550,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000998
60000999,10,ZF2,6/30/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000999
60001000,10,ZF2,01/07/2025,1000,34000120,BENEFEED C Cockerel Grower CRB50,FPBF04,60001000
60001002,10,ZF2,01/07/2025,500,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001002
60001003,10,ZF2,02/07/2025,1000,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001003
60001004,10,ZF2,6/15/2025,1000,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001004
60001005,10,ZF2,02/06/2025,500,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001005
60001006,10,ZF2,01/07/2025,150,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001006
60001007,10,ZF2,7/20/2025,50,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001007
60001008,10,ZF2,6/20/2025,50,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001008
60001009,10,ZF2,10/06/2025,100,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001009
60001010,10,ZF2,5/25/2025,250,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001010
60001011,10,ZF2,01/07/2025,1250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001011
60001012,10,ZF2,5/25/2025,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001012
60001013,10,ZF2,05/05/2025,1250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001013
60001014,10,ZF2,03/07/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001014
60001015,10,ZF2,04/07/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001015
60001016,10,ZF2,04/07/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001016
60001017,10,ZF2,04/07/2025,125,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001017
60001018,10,ZF2,04/07/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001018
60001019,10,ZF2,04/07/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001019
60001020,10,ZF2,04/07/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001020
60001021,10,ZF2,04/07/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001021
60001022,10,ZF2,04/07/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001022
60001023,10,ZF2,06/07/2025,600,34000001,COMFEED C Broiler Starter CRB50 CT,FPBF01,60001023
60001023,20,ZF2,06/07/2025,800,34000002,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60001023
60001023,30,ZF2,06/07/2025,900,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001023
60001023,40,ZF2,06/07/2025,1000,34000004,COMFEED C Broiler Starter CRB50,FPBF01,60001023
60001023,50,ZF2,06/07/2025,1100,34000005,COMFEED C Broiler Finsher Pellet50,FPBF01,60001023
60001023,60,ZF2,06/07/2025,1200,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001023
60001023,70,ZF2,06/07/2025,650,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001023
60001024,10,ZF2,07/07/2025,1100,34000001,COMFEED C Broiler Starter CRB50 CT,FPBF01,60001024
60001024,20,ZF2,07/07/2025,1200,34000002,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60001024
60001024,30,ZF2,07/07/2025,1300,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001024
60001024,40,ZF2,07/07/2025,1400,34000004,COMFEED C Broiler Starter CRB50,FPBF01,60001024
60001024,50,ZF2,07/07/2025,1500,34000005,COMFEED C Broiler Finsher Pellet50,FPBF01,60001024
60001024,60,ZF2,07/07/2025,800,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001024
60001024,70,ZF2,07/07/2025,1700,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001024
60001024,80,ZF2,07/07/2025,720,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60001024
60001025,10,ZF2,07/07/2025,1100,34000001,COMFEED C Broiler Starter CRB50 CT,FPBF01,60001025
60001025,20,ZF2,07/07/2025,1200,34000002,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60001025
60001025,30,ZF2,07/07/2025,1300,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001025
60001025,40,ZF2,07/07/2025,1400,34000004,COMFEED C Broiler Starter CRB50,FPBF01,60001025
60001025,50,ZF2,07/07/2025,1500,34000005,COMFEED C Broiler Finsher Pellet50,FPBF01,60001025
60001025,60,ZF2,07/07/2025,1600,34000006,COMFEED C Broiler Finsher CRB50,FPBF01,60001025
60001025,80,ZF2,07/07/2025,720,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60001025
60001025,90,ZF2,07/07/2025,950,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001025
60001025,100,ZF2,07/07/2025,2000,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001025
60001026,10,ZF2,07/07/2025,1100,34000001,COMFEED C Broiler Starter CRB50 CT,FPBF01,60001026
60001026,20,ZF2,07/07/2025,1200,34000002,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60001026
60001026,30,ZF2,07/07/2025,1300,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001026
60001026,40,ZF2,07/07/2025,1400,34000004,COMFEED C Broiler Starter CRB50,FPBF01,60001026
60001026,50,ZF2,07/07/2025,1500,34000005,COMFEED C Broiler Finsher Pellet50,FPBF01,60001026
60001026,60,ZF2,07/07/2025,1600,34000006,COMFEED C Broiler Finsher CRB50,FPBF01,60001026
60001026,70,ZF2,07/07/2025,1700,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001026
60001026,80,ZF2,07/07/2025,720,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60001026
60001026,90,ZF2,07/07/2025,950,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001026
60001027,10,ZF2,08/07/2025,1100,34000001,COMFEED C Broiler Starter CRB50 CT,FPBF01,60001027
60001027,20,ZF2,08/07/2025,1200,34000002,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60001027
60001027,30,ZF2,08/07/2025,1300,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001027
60001027,40,ZF2,08/07/2025,1400,34000004,COMFEED C Broiler Starter CRB50,FPBF01,60001027
60001027,50,ZF2,08/07/2025,1500,34000005,COMFEED C Broiler Finsher Pellet50,FPBF01,60001027
60001027,60,ZF2,08/07/2025,1600,34000006,COMFEED C Broiler Finsher CRB50,FPBF01,60001027
60001027,70,ZF2,08/07/2025,680,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60001027
60001027,80,ZF2,08/07/2025,900,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001027
60001027,90,ZF2,08/07/2025,1900,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001027
60001027,100,ZF2,08/07/2025,2000,34000015,BENEFEED P Broiler Starter CRB50,FPBF01,60001027
60001027,110,ZF2,08/07/2025,2100,34000016,BENEFEED P Broiler Finsher CRB50,FPBF01,60001027
60001027,120,ZF2,08/07/2025,2200,34000017,BENEFEED P Broiler Finsher Pellet50,FPBF01,60001027
60001027,130,ZF2,08/07/2025,1380,34000018,COMFEED P Broiler Pre-Starter CRB50 CT,FPBF01,60001027
60001030,10,ZF2,11/07/2025,1100,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001030
60001031,10,ZF2,11/07/2025,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001031
60001032,10,ZF2,11/07/2025,100,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001032
60001033,10,ZF2,11/07/2025,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001033
60001035,10,ZF2,7/17/2025,550,34000001,COMFEED C Broiler Starter CRB50 CT,FPBF01,60001035
60001035,20,ZF2,7/17/2025,600,34000002,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60001035
60001035,30,ZF2,7/17/2025,650,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001035
60001035,40,ZF2,7/17/2025,1400,34000004,COMFEED C Broiler Starter CRB50,FPBF01,60001035
70000001,10,S1,9/13/2024,50,34000076,COMFEED P Layer Starter CRB50,FPLF01,60000004
70000002,10,S1,9/15/2024,1000,34000122,BENEFEED C Deshi Ds Conc 35% CRB50,FPLF01,60000010
70000003,20,S1,9/20/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000022
70000003,30,S1,9/20/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000022
70000003,40,S1,9/20/2024,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000022
70000007,10,S1,9/25/2024,250,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,60000182
70000008,10,S1,9/15/2024,11,39000002,Total Ash,SERV04,
70000015,10,S1,9/26/2024,1,38000020,Gunny Bag - 50 Kg,SCRP01,76000011
70000015,20,S1,9/26/2024,1,38000021,HDPE Scrap Bag,SCRP03,76000011
70000017,10,S1,04/10/2024,500,34000030,COMFEED P BR Finisher Semi Pellet50,FPBF01,60000454
70000019,10,S1,9/24/2024,5000,34000093,BENEFEED P Layer Layer Ph1 CRB50,FPLF01,60000131
70000020,10,S1,11/11/2024,48,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000465
70000020,20,S1,11/11/2024,250,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000465
70000021,10,S1,05/11/2024,250,34000025A,ULTRAFEED P Broiler Pre-Starter CRB50,FPBF01,60000479
70000022,10,S1,11/27/2024,200,34000117A,BENEFEED C Deshi Starter CRB50,FPDF01,60000530
70000028,10,S1,08/04/2025,1250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000762
70000028,20,S1,08/04/2025,2000,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000762
70000029,10,S1,06/05/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000818
70000029,20,S1,06/05/2025,50,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000818
70000031,10,S1,5/20/2025,1250,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000844
70000031,20,S1,5/20/2025,625,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000844
70000032,10,S1,5/23/2025,300,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,74000017
70000032,11,S1,5/23/2025,300,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,74000017
70000032,20,S1,5/23/2025,175,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,74000017
70000032,21,S1,5/23/2025,175,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,74000017
70000033,10,S1,5/26/2025,1675,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,60000870
70000033,20,S1,5/26/2025,3850,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60000870
70000033,30,S1,5/26/2025,4400,34000132,ULTRAFEED S HEIFER FEED PELLET 50 KG,FPCF01,60000870
70000040,10,S1,6/17/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000934
70000041,10,S1,02/07/2025,1000,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001003
70000042,10,S1,7/20/2025,50,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60001007
70000043,10,S1,04/07/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001016
70000044,10,S1,07/07/2025,1100,34000001,COMFEED C Broiler Starter CRB50 CT,FPBF01,60001024
70000044,20,S1,07/07/2025,1200,34000002,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60001024
70000044,30,S1,07/07/2025,1300,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001024
70000044,40,S1,07/07/2025,1400,34000004,COMFEED C Broiler Starter CRB50,FPBF01,60001024
70000044,50,S1,07/07/2025,1500,34000005,COMFEED C Broiler Finsher Pellet50,FPBF01,60001024
70000044,60,S1,07/07/2025,800,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001024
70000044,70,S1,07/07/2025,1700,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001024
70000044,80,S1,07/07/2025,720,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60001024
70000045,10,S1,07/07/2025,1100,34000001,COMFEED C Broiler Starter CRB50 CT,FPBF01,60001025
70000045,20,S1,07/07/2025,1200,34000002,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60001025
70000045,30,S1,07/07/2025,1300,34000003,COMFEED C Broiler Pre-Starter CRB50,FPBF01,60001025
70000045,40,S1,07/07/2025,1400,34000004,COMFEED C Broiler Starter CRB50,FPBF01,60001025
70000045,50,S1,07/07/2025,1500,34000005,COMFEED C Broiler Finsher Pellet50,FPBF01,60001025
70000045,60,S1,07/07/2025,1600,34000006,COMFEED C Broiler Finsher CRB50,FPBF01,60001025
70000045,80,S1,07/07/2025,720,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60001025
70000045,90,S1,07/07/2025,950,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60001025
70000045,100,S1,07/07/2025,2000,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60001025
75000001,10,ZRE,9/14/2024,50,34000076,COMFEED P Layer Starter CRB50,FPLF01,60000006
75000002,10,ZRE,9/15/2024,100,34000122,BENEFEED C Deshi Ds Conc 35% CRB50,FPLF01,60000011
75000003,10,ZRE,9/15/2024,50,34000122,BENEFEED C Deshi Ds Conc 35% CRB50,FPLF01,60000009
75000004,10,ZRE,9/19/2024,5000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000016
75000004,20,ZRE,9/19/2024,5000,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000016
75000004,30,ZRE,9/19/2024,5000,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000016
75000004,40,ZRE,9/19/2024,5000,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000016
75000005,10,ZRE,9/20/2024,250,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000023
75000005,20,ZRE,9/20/2024,250,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000023
75000006,10,ZRE,9/20/2024,250,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000023
75000006,20,ZRE,9/20/2024,250,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000023
75000007,10,ZRE,9/22/2024,1250,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000061
75000008,10,ZRE,9/23/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000109
75000009,10,ZRE,9/25/2024,125,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,60000181
75000009,20,ZRE,9/25/2024,100,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60000181
75000009,30,ZRE,9/25/2024,150,34000132,ULTRAFEED S HEIFER FEED PELLET 50 KG,FPCF01,60000181
75000009,40,ZRE,9/25/2024,50,34000133,ULTRAFEED S TRANSITION FEED PELLET 50 KG,FPCF01,60000181
75000009,50,ZRE,9/25/2024,150,34000134,ULTRAFEED S CATTLE FEED PELLET 50 KG,FPCF01,60000181
75000010,10,ZRE,9/27/2024,1000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000128
75000011,10,ZRE,11/11/2024,100,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000466
75000012,10,ZRE,01/12/2024,250,33000011A,ULTRAFEED P Broiler Finsher CRB50 CT,FPBF01,60000543
75000015,10,ZRE,4/23/2025,550,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60000779
75000016,10,ZRE,4/23/2025,550,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60000778
75000019,10,ZRE,5/13/2025,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000830
75000019,20,ZRE,5/13/2025,25,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000830
75000020,10,ZRE,06/06/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000908
75000020,20,ZRE,06/06/2025,50,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000908
75000021,10,ZRE,06/06/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000909
75000021,20,ZRE,06/06/2025,50,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000909
75000022,10,ZRE,06/06/2025,250,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000910
75000022,20,ZRE,06/06/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000910
75000023,10,ZRE,09/06/2025,125,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000917
75000024,10,ZRE,09/06/2025,25,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000921
75000025,10,ZRE,11/06/2025,125,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000928
75000026,10,ZRE,6/17/2025,250,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000932
75000027,10,ZRE,6/17/2025,250,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000933
77000001,10,S1,9/13/2024,500,34000076,COMFEED P Layer Starter CRB50,FPLF01,60000003
79000001,10,ZXP,9/16/2024,1000,34000076,COMFEED P Layer Starter CRB50,FPLF01,79000001
79000002,10,ZXP,9/16/2024,500,34000076,COMFEED P Layer Starter CRB50,FPLF01,79000002
79000003,10,ZXP,9/25/2024,25000,34000096,BENEFEED P Layer Layer Ph1 PELLET50,FPLF01,79000003
79000004,10,ZXP,9/28/2024,500,34000096,BENEFEED P Layer Layer Ph1 PELLET50,FPLF01,79000004
79000005,10,ZXP,9/30/2024,907.184,36000004,Corn Yellow Export-Harvest Season,RWMT03,79000005
79000006,10,ZXP,9/30/2024,8164.655,36000004,Corn Yellow Export-Harvest Season,RWMT03,79000006
79000007,10,ZXP,9/30/2024,10000,36000004,Corn Yellow Export-Harvest Season,RWMT03,79000007
79000008,10,ZXP,08/10/2024,1000,36000004,Corn Yellow Export-Harvest Season,RWMT03,79000008
79000009,10,ZXP,10/10/2024,907.184,36000004,Corn Yellow Export-Harvest Season,RWMT03,79000009
79000010,10,ZXP,10/10/2024,750,34000076,COMFEED P Layer Starter CRB50,FPLF01,79000010
79000010,20,ZXP,10/10/2024,500,34000076,COMFEED P Layer Starter CRB50,FPLF01,79000010
79000011,10,ZXP,4/16/2025,2,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,79000011
79000011,20,ZXP,4/16/2025,2,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,79000011
79000012,10,ZXP,4/16/2025,2,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,79000012
79000012,20,ZXP,4/16/2025,2,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,79000012
79000013,20,ZXP,4/16/2025,2,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,79000013
79000014,10,ZXP,4/17/2025,2,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,79000014
79000015,10,ZXP,4/17/2025,2,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,79000015
79000016,10,ZXP,4/17/2025,2,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,79000016
79000017,10,ZXP,4/17/2025,2,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,79000017
79000018,10,ZXP,4/17/2025,2,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,79000018
79000019,10,ZXP,4/17/2025,1,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,79000019
79000020,10,ZXP,4/17/2025,1,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,79000020
79000021,10,ZXP,4/17/2025,1,34000142,STP SF ADULT FISH 26/5 PELLET50kg,FPFF01,79000021
60000856,10,ZF2,5/21/2025,175,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000856
60000857,10,ZF2,5/21/2025,2500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000857
60000858,10,ZF2,5/21/2025,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000858
60000859,10,ZF2,5/21/2025,1400,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000859
60000860,10,ZF2,5/21/2025,1500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000860
